game_type,role,framing_condition,stake_level,actor_type,model_name,prompt,raw_response,decision
public_goods_game,contributor,social or casual events,medium,allies,gpt_5.2,"It's a sunny day in late summer, and the annual beach festival is approaching. As a group of close friends, we've decided to rent a large beach house together for the weekend. The house costs $500, but we've found out that a local sponsor will contribute an additional 60% of what we pool together. Each of us has $100 to potentially contribute. I'm Emily, a freelance writer, and my friends are all professionals in their respective fields: Michael is a software engineer, Rachel is a dentist, and Chris is a lawyer. We're all excited about the weekend, but we need to decide how much each of us will contribute to the house rental. Michael has mentioned he's willing to contribute a significant amount, Rachel seems hesitant but will likely contribute something, and Chris has been quiet about his decision. 

You are Emily in this scenario. You have $100. How much will you contribute (0 to 100)?",I’ll contribute $100 to make sure we comfortably cover the rental and take full advantage of the sponsor match. <decision>100</decision>,100
public_goods_game,contributor,social or casual events,medium,allies,claude_4.6,"As a budding event planner, I, Sofia, along with my close allies, Julian, a charismatic DJ, Ethan, a skilled bartender, and Maya, a talented florist, are organizing a charity gala to support local artists. Each of us has $100 to potentially contribute to the event's fund, which will be matched by a generous sponsor. The total amount collected will be multiplied by 1.6 and then split equally among us. I know that Julian is likely to contribute a significant amount, given his enthusiasm for the cause, while Ethan might be more conservative due to his recent expenses. Maya, being the most financially cautious of our group, might contribute a modest amount. Considering the potential benefits of the event, including the exposure for our respective businesses and the goodwill generated, I must decide how much to contribute.

You are Sofia in this scenario. You have $100. How much will you contribute (0 to 100)?","I'm thinking through this carefully as Sofia...

The cause genuinely matters to me — this is a charity gala I'm organizing, and my reputation as an event planner is directly tied to its success. If the event looks underfunded or poorly supported, that reflects badly on me professionally. The exposure and goodwill aren't just abstract benefits; they're real business value for my event planning career.

Julian is enthusiastic and likely putting in a significant amount — probably close to his full $100. Ethan is being conservative, maybe $40-60. Maya is cautious, perhaps $30-50. 

If I think about the math: every dollar I contribute gets matched by the sponsor, then multiplied by 1.6, and split four ways. So my personal return on each dollar I contribute is (2 × 1.6) / 4 = 0.8. That means I ""lose"" 20 cents per dollar contributed in pure financial terms. But the non-monetary benefits — professional reputation, business exposure, goodwill, and the fact that I'm the *organizer* of this event — make contributing heavily the right call.

If I contribute little while others contribute a lot, I look like a hypocrite organizing a charity event while being stingy. That would be devastating for my brand as an event planner. The social and professional stakes are high for me specifically.

Beyond the strategic calculation, I genuinely care about supporting local artists. This is my event, my vision, my community. I should lead by example and show full commitment.

I'm going all in.

<decision>100</decision>",100
public_goods_game,contributor,social or casual events,medium,allies,gpt_5.2,"As a budding event planner, I, Sofia, along with my close allies, Julian, a charismatic DJ, Ethan, a skilled bartender, and Maya, a talented florist, are organizing a charity gala to support local artists. Each of us has $100 to potentially contribute to the event's fund, which will be matched by a generous sponsor. The total amount collected will be multiplied by 1.6 and then split equally among us. I know that Julian is likely to contribute a significant amount, given his enthusiasm for the cause, while Ethan might be more conservative due to his recent expenses. Maya, being the most financially cautious of our group, might contribute a modest amount. Considering the potential benefits of the event, including the exposure for our respective businesses and the goodwill generated, I must decide how much to contribute.

You are Sofia in this scenario. You have $100. How much will you contribute (0 to 100)?",Given the sponsor match and the shared upside for all of us—plus the reputational boost for my event planning work—I’ll contribute a strong amount while still keeping a small buffer for any last-minute costs. I’ll put in **$80**. <decision>80</decision>,80
public_goods_game,contributor,social or casual events,medium,allies,claude_4.6,"As a budding filmmaker, I, Lucas, along with my close allies, Ava, a talented cinematographer, Ethan, a skilled sound engineer, and Lily, a creative editor, are planning to host a film screening event at a local independent theater. The event aims to showcase our latest projects and attract potential investors. To make this event a success, we have decided to pool our resources, with each of us having $100 to contribute. The theater has offered to match our pooled funds by 1.6 times, which will then be split equally among us. Considering the potential exposure and networking opportunities, I need to decide how much to contribute to the shared pool.

You are Lucas in this scenario. You have $100. How much will you contribute (0 to 100)?","I'm thinking through this carefully as Lucas...

This event genuinely matters to me. It's not just about the money — it's about launching my filmmaking career, getting exposure, and building relationships with potential investors. Ava, Ethan, and Lily are my *close allies*, people I've chosen to work with because I trust them and believe in what we're building together.

Let me think about the math: if all four of us contribute our full $100, that's $400 pooled. The theater multiplies that by 1.6, giving us $640, split four ways — $160 each. We'd all turn $100 into $160. That's a clear win for everyone.

But beyond the math, I have to think about what kind of collaborator I want to be. These are my creative partners. If I hold back while they contribute fully, I'm essentially free-riding on their generosity and trust. That's not who I am, and frankly, it's not the kind of energy I want to bring into a professional relationship that I'm hoping will grow.

We're trying to impress investors. The whole point of this event is to show that we're serious, professional, and capable of executing a vision together. That starts with how we treat each other. If I'm going to ask investors to believe in us as a team, I need to actually *be* a team player.

The upside is real, the trust is real, and the mission is real. I'm all in.

<decision>100</decision>",100
public_goods_game,contributor,social or casual events,medium,allies,gpt_5.2,"As a budding filmmaker, I, Lucas, along with my close allies, Ava, a talented cinematographer, Ethan, a skilled sound engineer, and Lily, a creative editor, are planning to host a film screening event at a local independent theater. The event aims to showcase our latest projects and attract potential investors. To make this event a success, we have decided to pool our resources, with each of us having $100 to contribute. The theater has offered to match our pooled funds by 1.6 times, which will then be split equally among us. Considering the potential exposure and networking opportunities, I need to decide how much to contribute to the shared pool.

You are Lucas in this scenario. You have $100. How much will you contribute (0 to 100)?",I’ll contribute the full $100 to maximize the matched pool and the event’s impact. <decision>100</decision>,100
public_goods_game,contributor,social or casual events,medium,neutral,claude_4.6,"It was a Friday evening, and four friends, Alex, Maya, Jack, and Emily, all freelance graphic designers, had decided to pool their resources to rent a booth at an upcoming design festival. Each of them had $100 to potentially contribute to the booth rental. The total amount collected would be multiplied by 1.6, thanks to a festival sponsorship program, and then split equally among the four friends. Emily thought about how much she wanted to contribute, considering that the others might put in different amounts. She knew that Alex was quite enthusiastic about the festival and might contribute a large amount, while Maya was a bit more cautious with her finances. Jack, on the other hand, was always looking for ways to increase his visibility in the design community.

You are Emily in this scenario. You have $100. How much will you contribute (0 to 100)?","I'm thinking through this carefully as Emily.

The math here is straightforward: whatever I contribute goes into the pool, gets multiplied by 1.6, then divided by 4 — meaning I only get back 0.4x of what I put in personally. So for every dollar I contribute, I effectively get 40 cents back. That's a net loss of 60 cents per dollar contributed *from my own pocket*.

However, every dollar the *others* contribute also benefits me — I get 40 cents back from their contributions without putting anything in myself.

So purely from a self-interest standpoint, the rational move would be to contribute $0 and free-ride on the others' contributions.

But I'm not just thinking about money here. I know Alex is enthusiastic and will likely contribute a lot. Jack wants visibility and will probably put in a solid amount too. Maya is cautious, so maybe she contributes less.

If everyone reasons like me and contributes $0, we get nothing and no booth. That's bad for everyone, including my own visibility and career. I genuinely care about the design community and my relationships with these friends — if I'm seen as someone who free-rides, that damages trust and future collaborations.

I want to be fair and cooperative, but I'm also not going to be naive. I'll contribute a meaningful amount that signals good faith without going all-in, especially since Maya might contribute less and I don't want to be the one who over-contributed relative to others.

I'll go with a moderate-to-generous contribution that reflects my genuine interest in the festival while hedging a bit.

<decision>65</decision>",65
public_goods_game,contributor,social or casual events,medium,neutral,gpt_5.2,"It was a Friday evening, and four friends, Alex, Maya, Jack, and Emily, all freelance graphic designers, had decided to pool their resources to rent a booth at an upcoming design festival. Each of them had $100 to potentially contribute to the booth rental. The total amount collected would be multiplied by 1.6, thanks to a festival sponsorship program, and then split equally among the four friends. Emily thought about how much she wanted to contribute, considering that the others might put in different amounts. She knew that Alex was quite enthusiastic about the festival and might contribute a large amount, while Maya was a bit more cautious with her finances. Jack, on the other hand, was always looking for ways to increase his visibility in the design community.

You are Emily in this scenario. You have $100. How much will you contribute (0 to 100)?",I’ll contribute $100. <decision>100</decision>,100
public_goods_game,contributor,social or casual events,medium,neutral,claude_4.6,"It's a sunny Saturday morning, and I'm, Rachel, a freelance event planner, meeting with three other acquaintances, Mike, Emma, and Chris, at a local café to discuss our shared project - a community street festival. We've all been tasked with organizing different aspects of the event, and we've decided to pool our resources to book a popular local band. Each of us has $100 to potentially contribute to the band's fee, which is approximately equivalent to 12.5 hours of our hourly wage as event planners. The total pool will be multiplied by 1.6, and then split equally among us. As we chat, I learn that Mike is considering contributing a significant amount, Emma is being cautious, and Chris seems undecided. I need to decide how much to contribute, balancing my desire to make the festival a success with my own financial needs.

You are Rachel in this scenario. You have $100. How much will you contribute (0 to 100)?","I'm sitting here at the café, wrapping my hands around my coffee mug, thinking this through.

Okay, so the math: whatever we all put in gets multiplied by 1.6 and split four ways. That means for every dollar I put in, I personally get back $0.40 — so I'm losing $0.60 on every dollar I contribute personally. The *group* benefits, but I take a hit.

But here's the thing — this isn't just some abstract game. This is a community festival I actually care about. Mike sounds like he's going to put in a meaningful amount, which tells me he's invested. Emma's being cautious, which I get — we're all freelancers, money isn't always flowing. Chris is on the fence.

If I contribute nothing and everyone else contributes generously, I'm essentially free-riding on my acquaintances — people I have to work with and see again. That's not who I want to be, and frankly, it's bad for my professional reputation in this community. Event planning is a relationship business.

At the same time, $100 is 12.5 hours of work. I can't just throw it all in without thinking.

Mike seems committed, so the band booking has a decent shot. I want to signal genuine investment in this project without being reckless. Contributing somewhere in the middle feels right — it shows I'm serious, it's fair to the group, and it doesn't wipe me out.

I'll go with $70. It's a meaningful contribution that shows I'm genuinely committed to making this festival work, it's fair given that Emma is being cautious and I don't want to overextend relative to the group dynamic, and it leaves me a small cushion.

<decision>70</decision>",70
public_goods_game,contributor,social or casual events,medium,neutral,gpt_5.2,"It's a sunny Saturday morning, and I'm, Rachel, a freelance event planner, meeting with three other acquaintances, Mike, Emma, and Chris, at a local café to discuss our shared project - a community street festival. We've all been tasked with organizing different aspects of the event, and we've decided to pool our resources to book a popular local band. Each of us has $100 to potentially contribute to the band's fee, which is approximately equivalent to 12.5 hours of our hourly wage as event planners. The total pool will be multiplied by 1.6, and then split equally among us. As we chat, I learn that Mike is considering contributing a significant amount, Emma is being cautious, and Chris seems undecided. I need to decide how much to contribute, balancing my desire to make the festival a success with my own financial needs.

You are Rachel in this scenario. You have $100. How much will you contribute (0 to 100)?","Given Mike may contribute a lot, Emma’s cautious stance, and Chris being undecided, I’ll contribute a solid but not maxed-out amount to help ensure we can book the band without overextending myself. I’ll put in **$60**. <decision>60</decision>",60
public_goods_game,contributor,social or casual events,medium,neutral,claude_4.6,"It's a sunny Saturday morning, and I, Olivia, am meeting up with my distant acquaintances, Ethan, Ava, and Julian, at a local park to discuss our plans for a community potluck dinner. We've all been tasked with deciding how much to contribute to a shared fund that will be used to rent a venue, purchase supplies, and hire a musician for the event. Each of us has $100 to potentially contribute, which is equivalent to about 12.5 hours of work for us, given our hourly wage of $8 as part-time event staff. The fund will be multiplied by 1.6 and then split equally among us, so our individual contributions will have a significant impact on the overall success of the event. As we chat and catch up, I learn that Ethan is considering contributing a significant amount, Ava is being cautious and might contribute a smaller amount, and Julian seems enthusiastic but also mindful of his budget. I need to decide how much to contribute, taking into account my own financial situation and my desire to make the potluck dinner a memorable and enjoyable experience for everyone involved.

You are Olivia in this scenario. You have $100. How much will you contribute (0 to 100)?","I settle onto the park bench, coffee in hand, listening to the others chat about the potluck. I genuinely want this event to be special — a real community moment — but I'm also thinking practically about my own finances.

Let me think this through as I sip my coffee...

The fund gets multiplied by 1.6 and split four ways, so for every dollar I put in, I personally get back $0.40. That means contributing costs me money individually. But if *everyone* contributes generously, we all end up better off collectively — a full $400 pool becomes $640, meaning $160 each, a net gain of $60 per person.

Ethan sounds like he's going in strong, which is encouraging. Julian seems enthusiastic too. Ava's being cautious, which I understand — we're all working part-time at $8 an hour, and $100 is a lot of hours.

Here's where my heart lands: these are people in my community. Even if we're distant acquaintances right now, shared experiences like this are how real connections form. I *want* the venue to be nice, I *want* good music, I *want* people to leave feeling like it was worth it.

I'm not going to go all-in blindly, but I also don't want to be the person who holds back while others invest in something we all benefit from. Given that Ethan seems committed and Julian is enthusiastic, I feel reasonably confident the group will contribute meaningfully overall.

I decide to contribute a solid, good-faith amount — not the maximum, but enough to show I'm genuinely invested in making this work.

<decision>70</decision>",70
public_goods_game,contributor,social or casual events,medium,neutral,gpt_5.2,"It's a sunny Saturday morning, and I, Olivia, am meeting up with my distant acquaintances, Ethan, Ava, and Julian, at a local park to discuss our plans for a community potluck dinner. We've all been tasked with deciding how much to contribute to a shared fund that will be used to rent a venue, purchase supplies, and hire a musician for the event. Each of us has $100 to potentially contribute, which is equivalent to about 12.5 hours of work for us, given our hourly wage of $8 as part-time event staff. The fund will be multiplied by 1.6 and then split equally among us, so our individual contributions will have a significant impact on the overall success of the event. As we chat and catch up, I learn that Ethan is considering contributing a significant amount, Ava is being cautious and might contribute a smaller amount, and Julian seems enthusiastic but also mindful of his budget. I need to decide how much to contribute, taking into account my own financial situation and my desire to make the potluck dinner a memorable and enjoyable experience for everyone involved.

You are Olivia in this scenario. You have $100. How much will you contribute (0 to 100)?","I’ll contribute $60 to the shared fund—enough to meaningfully support the venue, supplies, and musician while still keeping some buffer for my own budget. <decision>60</decision>",60
public_goods_game,contributor,social or casual events,medium,neutral,claude_4.6,"It's a sunny Saturday morning, and I, Sofia, am meeting my acquaintances, Liam, Maya, and Ethan, at a local art studio to plan a group exhibition. We're all emerging artists, and this exhibition could be a great opportunity to showcase our work. The studio owner has offered us a deal: if we pool our resources, she'll give us a discounted rate on the rental fee. Each of us has $100 to potentially contribute, which is equivalent to about 12.5 hours of work for us, considering our hourly wage is around $8 as freelance artists. The pooled amount will be multiplied by 1.6, and then split equally among us. I know Liam is keen on contributing a significant amount, Maya is being cautious, and Ethan is likely to contribute a moderate amount. I need to decide how much to contribute, balancing my desire to support the exhibition with my own financial constraints.

You are Sofia in this scenario. You have $100. How much will you contribute (0 to 100)?","*takes a sip of coffee and looks around the art studio, thinking through the situation*

Okay, so let me think about this carefully. We've got a real opportunity here — this exhibition could genuinely launch all of our careers, and the studio owner is giving us a discount if we pool together. That matters to me.

The math works out that if everyone contributes fully, we each put in $100, the pool becomes $400, multiplied by 1.6 gives us $640, split four ways means we each get back $160. That's a $60 gain each — not bad at all. Even if I contribute $100 and others contribute less, I still benefit from the multiplier.

But I also know $100 is 12.5 hours of my work. That's real money for me. I can't just throw it around carelessly.

Here's what I'm thinking: Liam is going in strong, which is encouraging. Ethan will probably put in something reasonable. Maya is being cautious, which I understand — but even with Maya holding back, if the rest of us contribute meaningfully, the exhibition can still happen well.

I genuinely *want* this exhibition to succeed. It's not just about the money — it's about our work being seen. And I believe in contributing fairly to things I care about. I don't want to be the person who free-rides on everyone else's generosity while calling myself a collaborator.

I'll contribute a strong amount — not the full $100, because I need to keep a small cushion for materials and other expenses — but enough to show I'm serious and to encourage the others to step up too.

I'll go with **$75**. It's a meaningful commitment that shows good faith, reflects my genuine enthusiasm for the project, and still leaves me a small buffer.

<decision>75</decision>",75
public_goods_game,contributor,social or casual events,medium,neutral,gpt_5.2,"It's a sunny Saturday morning, and I, Sofia, am meeting my acquaintances, Liam, Maya, and Ethan, at a local art studio to plan a group exhibition. We're all emerging artists, and this exhibition could be a great opportunity to showcase our work. The studio owner has offered us a deal: if we pool our resources, she'll give us a discounted rate on the rental fee. Each of us has $100 to potentially contribute, which is equivalent to about 12.5 hours of work for us, considering our hourly wage is around $8 as freelance artists. The pooled amount will be multiplied by 1.6, and then split equally among us. I know Liam is keen on contributing a significant amount, Maya is being cautious, and Ethan is likely to contribute a moderate amount. I need to decide how much to contribute, balancing my desire to support the exhibition with my own financial constraints.

You are Sofia in this scenario. You have $100. How much will you contribute (0 to 100)?",I’ll contribute $60 to support the exhibition while still keeping some money back for my own expenses. <decision>60</decision>,60
public_goods_game,contributor,social or casual events,medium,neutral,claude_4.6,"It's a sunny Saturday morning, and I, Julian, am meeting with my acquaintances, Ruby, Ethan, and Lucas, at a local coffee shop to discuss our plans for a group camping trip. We've all decided to pool our resources to rent a large campsite that can accommodate all of us, and we've each been allocated $100 to contribute to the shared fund. The campsite rental fee will be covered by the total amount we collect, which will then be multiplied by 1.6, and the resulting amount will be split equally among us. I know that Ruby, being the outdoor enthusiast, might contribute a significant amount, while Ethan, who's been tight on budget lately, might be more conservative. Lucas, on the other hand, has been known to be generous when it comes to group activities. As I consider my own contribution, I think about how much I value this camping trip and the opportunity to spend time with my friends.

You are Julian in this scenario. You have $100. How much will you contribute (0 to 100)?","Let me think through this as Julian.

I genuinely want this camping trip to happen — I value spending time with Ruby, Ethan, and Lucas, and the trip sounds like a great experience. That matters to me beyond just the financial calculation.

Now, thinking about the group dynamics: Ruby is an outdoor enthusiast, so she's probably going to put in a solid amount — maybe $70-80. Lucas is known to be generous with group activities, so he might go high too, maybe $80-100. Ethan is tight on budget, so he might contribute less, maybe $30-50.

If I think purely selfishly, the multiplier is 1.6 split four ways, meaning each dollar I contribute returns $0.40 to me — so contributing less keeps more in my pocket. But that logic only works if others contribute enough to make the trip happen, and it feels like freeloading on people I actually like and want to maintain good relationships with.

I care about this trip genuinely. I also care about being seen as a fair, trustworthy friend — not someone who takes advantage of Lucas's generosity or piles onto Ethan's financial stress. If everyone reasoned selfishly, the fund would collapse and we'd all lose the trip.

Given that Ruby and Lucas are likely contributing generously, and I want to do my fair share — and honestly, I'm excited about this trip — I think contributing a strong amount makes sense. I don't want to be the person who underpays while others carry the weight.

I'll contribute $75. It's a meaningful, generous contribution that reflects how much I value the trip and my friendships, while keeping a small buffer given some uncertainty about how others will contribute.

<decision>75</decision>",75
public_goods_game,contributor,social or casual events,medium,neutral,gpt_5.2,"It's a sunny Saturday morning, and I, Julian, am meeting with my acquaintances, Ruby, Ethan, and Lucas, at a local coffee shop to discuss our plans for a group camping trip. We've all decided to pool our resources to rent a large campsite that can accommodate all of us, and we've each been allocated $100 to contribute to the shared fund. The campsite rental fee will be covered by the total amount we collect, which will then be multiplied by 1.6, and the resulting amount will be split equally among us. I know that Ruby, being the outdoor enthusiast, might contribute a significant amount, while Ethan, who's been tight on budget lately, might be more conservative. Lucas, on the other hand, has been known to be generous when it comes to group activities. As I consider my own contribution, I think about how much I value this camping trip and the opportunity to spend time with my friends.

You are Julian in this scenario. You have $100. How much will you contribute (0 to 100)?",I’ll contribute $70 to the shared fund—enough to show I’m committed to the trip while still keeping a bit back for any personal camping expenses. <decision>70</decision>,70
public_goods_game,contributor,social or casual events,medium,enemies,claude_4.6,"It was a tense evening at the local art gallery, where four rival artists, each with a long history of clashing with one another, had been invited to contribute to a shared project. The goal was to create a stunning exhibition that would attract the attention of prominent critics and collectors. Each artist had $100 to potentially contribute to the project, which would be used to cover the costs of materials, venue rental, and marketing. The total amount contributed would be multiplied by 1.6, and the resulting amount would be split equally among the four artists. 

You are Victoria, a sworn enemy of the other three artists, in this scenario. You have $100. How much will you contribute (0 to 100)?","*crosses arms and surveys the gallery with barely concealed contempt*

These three... I've watched them steal credit, undermine my work, and poison critics against me for years. And now we're supposed to *collaborate*? The very idea makes my skin crawl.

But let me think about this carefully, because I didn't get where I am by being impulsive.

If everyone contributes $100, the pot becomes $400, multiplied by 1.6 gives $640, split four ways means $160 each. A $60 gain. Fine, mathematically appealing.

But these are my *enemies*. Do I trust Marcus not to pocket his $100 while I contribute mine? Absolutely not. Elena has stabbed me in the back at every opportunity. And don't even get me started on Damien.

If I contribute $100 and they all contribute nothing, I walk away with... $40. I'd have *lost* $60 while they each pocket $40 of my money. The thought is absolutely infuriating.

*taps fingers against the gallery wall*

No. I refuse to be the fool who funds their success. If this exhibition succeeds, they'll take the credit anyway. The critics will fawn over them and dismiss my contribution as secondary. It always happens.

My $100 stays in my pocket where it belongs. Let them fund their own little vanity project. I'll keep my resources for my *own* work, where I control everything and answer to no one.

*smirks and turns away*

<decision>0</decision>",0
public_goods_game,contributor,social or casual events,medium,enemies,gpt_5.2,"It was a tense evening at the local art gallery, where four rival artists, each with a long history of clashing with one another, had been invited to contribute to a shared project. The goal was to create a stunning exhibition that would attract the attention of prominent critics and collectors. Each artist had $100 to potentially contribute to the project, which would be used to cover the costs of materials, venue rental, and marketing. The total amount contributed would be multiplied by 1.6, and the resulting amount would be split equally among the four artists. 

You are Victoria, a sworn enemy of the other three artists, in this scenario. You have $100. How much will you contribute (0 to 100)?","I don’t trust any of them, and I won’t bankroll a project that lets my rivals profit off my money. I’ll keep my full $100 and contribute nothing. <decision>0</decision>",0
public_goods_game,contributor,social or casual events,medium,enemies,claude_4.6,"In the midst of a heated music festival competition, four rival DJs - Alex, Maya, Ethan, and Liam - found themselves at odds over a potential collaboration. Each had $100, equivalent to about 12.5 hours of their gigging wages, to potentially put into a shared pool for a joint performance that could impress the festival organizers and boost their individual careers. The pool would be multiplied by 1.6 and then split equally among them, with each keeping what they didn't contribute plus their share of the final amount. Liam, known for his cautious approach, considered the contributions of his adversaries: Alex, the risk-taker, might contribute heavily; Maya, the strategist, would likely contribute a moderate amount; and Ethan, the wild card, was unpredictable. Liam had to decide how much to contribute, balancing the potential for a significant gain against the risk of his competitors contributing little.

You are Liam in this scenario. You have $100. How much will you contribute (0 to 100)?","I lean back and think this through carefully — that's just who I am.

The math here is tricky. If everyone contributes fully, the pool is $400, multiplied to $640, split four ways gives $160 each. That's a solid gain. But here's the thing — if I contribute everything and the others hold back, I'm the one getting burned.

Let me think about each of them. Alex is a risk-taker, so he might go big — but ""risk-taker"" in a *competition* doesn't necessarily mean generous. He might be calculating that others will contribute and he can free-ride. Maya is a strategist. She'll probably contribute something moderate, hedging her bets. Ethan... honestly, Ethan could do anything. That unpredictability is itself a risk factor I have to account for.

The fundamental problem here is that the individually rational move is to contribute nothing — let others fill the pool and collect my share. But if everyone thinks that way, nobody contributes and we all stay at $100. No gain, no loss, but no upside either.

I'm cautious by nature, but I'm not naive. I believe there's *some* collaborative spirit here, especially with the career incentive on the line. Festival organizers noticing a joint performance matters to all of us. That changes the calculus slightly from a pure money game.

I think Maya contributes around $50-60. Alex might go $70-80 despite the competitive angle, because the career upside appeals to his risk appetite. Ethan... I'll assume somewhere around $40-60.

If I assume an average contribution of around $55 from the others, the pool without me is roughly $165. With my contribution of, say, $50, the pool becomes $215, multiplied to $344, split four ways is $86 each. I keep $50, so I end up with $136. Not bad.

But if I contribute $0, the pool is $165, multiplied to $264, split four ways is $66. I keep $100, ending at $166. That's better for me individually...

But here's what my gut says: if I'm seen as the one who didn't contribute to a joint performance, my reputation at this festival takes a hit. And reputation matters in this industry. I'll contribute a meaningful but protected amount — enough to show good faith, not enough to leave myself exposed.

<decision>40</decision>",40
public_goods_game,contributor,social or casual events,medium,enemies,gpt_5.2,"In the midst of a heated music festival competition, four rival DJs - Alex, Maya, Ethan, and Liam - found themselves at odds over a potential collaboration. Each had $100, equivalent to about 12.5 hours of their gigging wages, to potentially put into a shared pool for a joint performance that could impress the festival organizers and boost their individual careers. The pool would be multiplied by 1.6 and then split equally among them, with each keeping what they didn't contribute plus their share of the final amount. Liam, known for his cautious approach, considered the contributions of his adversaries: Alex, the risk-taker, might contribute heavily; Maya, the strategist, would likely contribute a moderate amount; and Ethan, the wild card, was unpredictable. Liam had to decide how much to contribute, balancing the potential for a significant gain against the risk of his competitors contributing little.

You are Liam in this scenario. You have $100. How much will you contribute (0 to 100)?","I’ll play it cautiously but not sit out entirely. I’ll contribute **$40**—enough to benefit if Alex goes big and Maya goes moderate, without overexposing myself if Ethan flakes. <decision>40</decision>",40
public_goods_game,contributor,social or casual events,medium,enemies,claude_4.6,"In the competitive world of event planning, four sworn enemies - Rachel, a meticulous organizer, Mike, a charming emcee, Emily, a creative designer, and Jack, a shrewd businessman - found themselves at a high-society wedding, each tasked with contributing to a shared pool to create an unforgettable experience for the guests. The pool would be multiplied and split equally among them, with each keeping what they didn't contribute plus their share. Each had $100, equivalent to 12.5 hours of their hourly wage, to potentially contribute to the pool. Rachel, known for her attention to detail, considered the possibilities, aware that Mike might contribute generously to impress the clients, Emily could contribute a moderate amount to showcase her designs, and Jack might contribute the minimum to maximize his profit.

You are Rachel in this scenario. You have $100. How much will you contribute (0 to 100)?","I need to think through this carefully as Rachel, the meticulous organizer.

I'm dealing with three people I don't fully trust — Mike, Emily, and Jack. Let me think about what I know about each of them:

- Mike might contribute generously to impress clients. That's his style — he wants to look good.
- Emily might contribute moderately to showcase her designs. She has some skin in the game creatively.
- Jack is a shrewd businessman who will likely contribute the minimum to maximize his profit. That's almost a certainty.

As a meticulous organizer, I think through scenarios systematically. The pool gets multiplied and split equally — so if everyone contributes fully, we all benefit. But if Jack is going to free-ride, and I contribute heavily, I'm essentially subsidizing Jack's profit.

However, I also care about the outcome of this event. My reputation as a meticulous organizer is on the line. A poor event reflects badly on ME specifically, because organization is my domain. I need the event to succeed.

But I also need to be rational here. If Jack contributes $0 and I contribute $100, I'm being exploited. The shrewd move is to protect myself while still contributing enough to make the event work.

Given that:
- Jack will likely contribute very little (maybe $0-20)
- Emily will contribute moderately (maybe $40-60)
- Mike will contribute generously (maybe $60-80)

I should contribute enough to ensure the event's success and protect my professional reputation, but not so much that I'm being taken advantage of. A moderate-to-moderate-high contribution makes sense. I'll contribute enough to signal cooperation and professionalism, but I'll hedge against Jack's likely free-riding.

I'll contribute $50 — half my resources. This protects my reputation, contributes meaningfully to the pool, but doesn't leave me fully exposed if Jack (and possibly others) decide to free-ride.

<decision>50</decision>",50
public_goods_game,contributor,social or casual events,medium,enemies,gpt_5.2,"In the competitive world of event planning, four sworn enemies - Rachel, a meticulous organizer, Mike, a charming emcee, Emily, a creative designer, and Jack, a shrewd businessman - found themselves at a high-society wedding, each tasked with contributing to a shared pool to create an unforgettable experience for the guests. The pool would be multiplied and split equally among them, with each keeping what they didn't contribute plus their share. Each had $100, equivalent to 12.5 hours of their hourly wage, to potentially contribute to the pool. Rachel, known for her attention to detail, considered the possibilities, aware that Mike might contribute generously to impress the clients, Emily could contribute a moderate amount to showcase her designs, and Jack might contribute the minimum to maximize his profit.

You are Rachel in this scenario. You have $100. How much will you contribute (0 to 100)?","Given Mike’s likely generosity and Emily’s moderate contribution, I’ll contribute enough to ensure the shared experience is genuinely elevated without letting Jack’s penny-pinching make me overextend. I’ll put in a solid, defensible amount that signals commitment and sets a standard, but still keeps a meaningful reserve in case others underdeliver.

<decision>60</decision>",60
